date,year,month,day,rainfall_mm
1901-05-21,1901,5,21,0.7300099561523109
1901-05-22,1901,5,22,5.247683156421969
1901-05-23,1901,5,23,0.537530678960743
1901-05-24,1901,5,24,6.297796022625326
1901-05-25,1901,5,25,0.25924243896500737
1901-05-26,1901,5,26,0.5938344404492235
1901-05-27,1901,5,27,1.0312335882318437
1901-05-28,1901,5,28,1.6317394368896245
1901-05-29,1901,5,29,6.702071323077961
1901-05-30,1901,5,30,0.27483914596044284
1901-05-31,1901,5,31,1.3386739523504736
1901-06-01,1901,6,1,14.439217450242799
1901-06-02,1901,6,2,11.216145528634495
1901-06-03,1901,6,3,87.08853829933165
1901-06-04,1901,6,4,4.952973100337591
1901-06-05,1901,6,5,23.954326040298998
1901-06-06,1901,6,6,3.3248043032391235
1901-06-07,1901,6,7,10.561531144496733
1901-06-08,1901,6,8,1.5980093484051054
1901-06-09,1901,6,9,17.95167726858518
1901-06-10,1901,6,10,25.387055544802926
1901-06-11,1901,6,11,3.270186403415362
1901-06-12,1901,6,12,4.435639490594151
1901-06-13,1901,6,13,5.782754834584431
1901-06-14,1901,6,14,9.091587712941863
1901-06-15,1901,6,15,2.2633042142134707
1901-06-16,1901,6,16,7.398272939946489
1901-06-17,1901,6,17,1.5267145199844117
1901-06-18,1901,6,18,0.3179071071390615
1901-06-19,1901,6,19,9.386963315051178
1901-06-20,1901,6,20,12.308763878903973
1901-06-21,1901,6,21,1.2575581562290914
1901-06-22,1901,6,22,0.13159064234243806
1901-06-23,1901,6,23,146.13143605888766
1901-06-24,1901,6,24,3.9912400149872784
1901-06-25,1901,6,25,15.176871364901798
1901-06-26,1901,6,26,5.612429853933156
1901-06-27,1901,6,27,2.5313737916432646
1901-06-28,1901,6,28,26.08400014705875
1901-06-29,1901,6,29,8.295632486094542
1901-06-30,1901,6,30,23.849025528993142
1901-07-01,1901,7,1,4.427566181811104
1901-07-02,1901,7,2,2.131546903793384
1901-07-03,1901,7,3,46.8910697579321
1901-07-04,1901,7,4,0.037796817374225154
1901-07-05,1901,7,5,72.3560627910822
1901-07-06,1901,7,6,1.1383565447356818
1901-07-07,1901,7,7,27.13283319085343
1901-07-08,1901,7,8,7.124446023897782
1901-07-09,1901,7,9,22.60234338386649
1901-07-10,1901,7,10,26.681586252491734
1901-07-11,1901,7,11,0.7936318684125059
1901-07-12,1901,7,12,9.065400020288108
1901-07-13,1901,7,13,21.873769308439666
1901-07-14,1901,7,14,6.629760545275613
1901-07-15,1901,7,15,3.4284241704233667
1901-07-16,1901,7,16,17.360018808692452
1901-07-17,1901,7,17,13.770335145057565
1901-07-18,1901,7,18,4.6556493238251235
1901-07-19,1901,7,19,16.797006318607664
1901-07-20,1901,7,20,10.0867710836662
1901-07-21,1901,7,21,15.996303378091381
1901-07-22,1901,7,22,1.5838246360471082
1901-07-23,1901,7,23,8.369747453664651
1901-07-24,1901,7,24,5.705464644619329
1901-07-25,1901,7,25,25.601429552516578
1901-07-26,1901,7,26,5.003980857907489
1901-07-27,1901,7,27,137.40928127324807
1901-07-28,1901,7,28,13.893204245662465
1901-07-29,1901,7,29,6.632932213127555
1901-07-30,1901,7,30,23.535548565330398
1901-07-31,1901,7,31,8.191053469187821
1901-08-01,1901,8,1,31.445240007280656
1901-08-02,1901,8,2,13.430409870032399
1901-08-03,1901,8,3,19.738972744788196
1901-08-04,1901,8,4,3.5060632602778865
1901-08-05,1901,8,5,12.75064795345614
1901-08-06,1901,8,6,2.2646959598562297
1901-08-07,1901,8,7,5.406788838017312
1901-08-08,1901,8,8,0.09347159109163505
1901-08-09,1901,8,9,1.9484273373745007
1901-08-10,1901,8,10,5.656909794504815
1901-08-11,1901,8,11,162.48565340909636
1901-08-12,1901,8,12,4.3405670709285475
1901-08-13,1901,8,13,11.070865162606484
1901-08-14,1901,8,14,6.125240916836733
1901-08-15,1901,8,15,25.397346665055434
1901-08-16,1901,8,16,8.203785804049023
1901-08-17,1901,8,17,3.186670748096414
1901-08-18,1901,8,18,70.5193171102816
1901-08-19,1901,8,19,11.951273231931266
1901-08-20,1901,8,20,5.995212031260974
1901-08-21,1901,8,21,43.27748523886824
1901-08-22,1901,8,22,0.11985606887649437
1901-08-23,1901,8,23,29.782044729461408
1901-08-24,1901,8,24,16.432385950014254
1901-08-25,1901,8,25,10.31804287860832
1901-08-26,1901,8,26,20.193345986184656
1901-08-27,1901,8,27,45.772759416608935
1901-08-28,1901,8,28,41.63213878761874
1901-08-29,1901,8,29,5.453809364732878
1901-08-30,1901,8,30,30.150424495589416
1901-08-31,1901,8,31,9.004193723439721
1901-09-01,1901,9,1,1.6626392439084239
1901-09-02,1901,9,2,4.047373280878406
1901-09-03,1901,9,3,17.954097174700976
1901-09-04,1901,9,4,8.408386573312468
1901-09-05,1901,9,5,7.012729856769958
1901-09-06,1901,9,6,20.095417303622714
1901-09-07,1901,9,7,0.5188474022582282
1901-09-08,1901,9,8,69.52681970240123
1901-09-09,1901,9,9,1.120214637250575
1901-09-10,1901,9,10,20.73889291021228
1901-09-11,1901,9,11,9.187761486543334
1901-09-12,1901,9,12,0.619062645397605
1901-09-13,1901,9,13,6.292900159372185
1901-09-14,1901,9,14,0.34081383428931716
1901-09-15,1901,9,15,25.159849326841563
1901-09-16,1901,9,16,2.019555970946371
1901-09-17,1901,9,17,0.953306132776674
1901-09-18,1901,9,18,14.88860618321083
1901-09-19,1901,9,19,10.415201906327379
1901-09-20,1901,9,20,130.4856702946279
1901-09-21,1901,9,21,7.468897365381565
1901-09-22,1901,9,22,4.64776444252957
1901-09-23,1901,9,23,1.6519238801270388
1901-09-24,1901,9,24,9.699358656211775
1901-09-25,1901,9,25,6.910234773979923
1901-09-26,1901,9,26,13.523977337812417
1901-09-27,1901,9,27,20.843884685022417
1901-09-28,1901,9,28,10.823919710017694
1901-09-29,1901,9,29,9.172499140337472
1901-09-30,1901,9,30,7.06470886367868
1901-10-01,1901,10,1,0.07870369589205393
1901-10-02,1901,10,2,0.365917597386758
1901-10-03,1901,10,3,0.12491714928059022
1901-10-04,1901,10,4,0.6717809285001626
1901-10-05,1901,10,5,0.525621215620264
1901-10-06,1901,10,6,0.48945773063289133
1901-10-07,1901,10,7,0.5293806562436172
1901-10-08,1901,10,8,0.036644592631862934
1901-10-09,1901,10,9,0.6394886865283734
1901-10-10,1901,10,10,0.20484150913126786
1901-10-11,1901,10,11,0.5016826778225731
1901-10-12,1901,10,12,0.4512649951551976
1901-10-13,1901,10,13,0.10151556874775684
1901-10-14,1901,10,14,0.0869236153532167
1901-10-15,1901,10,15,0.3216749829469535
1901-10-16,1901,10,16,0.9217243774008589
1901-10-17,1901,10,17,0.7296124646619506
1901-10-18,1901,10,18,0.5576612055558995
1901-10-19,1901,10,19,0.5554329301973578
1901-10-20,1901,10,20,1.0697515024731192
1901-10-21,1901,10,21,0.2668399404245059
1901-10-22,1901,10,22,0.7933725087000687
1901-10-23,1901,10,23,0.1141550864540017
1901-10-24,1901,10,24,0.8117731892832263
1901-10-25,1901,10,25,0.8788861149535787
1901-10-26,1901,10,26,0.8949717233334181
1901-10-27,1901,10,27,1.1044867005811703
1901-10-28,1901,10,28,0.35088137867041125
1901-10-29,1901,10,29,0.05006965216450881
1901-10-30,1901,10,30,0.6042724762644622
1901-10-31,1901,10,31,0.32425266190010804
1901-11-01,1901,11,1,0.42959652478992055
1901-11-02,1901,11,2,0.26748889566819123
1901-11-03,1901,11,3,0.6307849393571313
1901-11-04,1901,11,4,0.28065606253330516
1901-11-05,1901,11,5,0.9261376473229737
1901-11-06,1901,11,6,0.22664927105446753
1901-11-07,1901,11,7,0.29411676140185355
1901-11-08,1901,11,8,0.5721944721592507
1901-11-09,1901,11,9,0.4074734360469315
1901-11-10,1901,11,10,0.08176738477216391
1901-11-11,1901,11,11,0.03726933575679223
1901-11-12,1901,11,12,0.42047649880516325
1901-11-13,1901,11,13,0.006174007246930311
1901-11-14,1901,11,14,0.10812281271070168
1901-11-15,1901,11,15,1.15161142437235
1901-11-16,1901,11,16,1.9330196214704483
1901-11-17,1901,11,17,2.6945896302743955
1901-11-18,1901,11,18,0.26271280712622935
1901-11-19,1901,11,19,0.050374526378841177
1901-11-20,1901,11,20,0.12801293964785382
1901-11-21,1901,11,21,1.1130737797209658
1901-11-22,1901,11,22,1.1836586517299825
1901-11-23,1901,11,23,0.8885932317145796
1901-11-24,1901,11,24,1.553230926983918
1901-11-25,1901,11,25,0.5789684195375057
1901-11-26,1901,11,26,0.4002571385163034
1901-11-27,1901,11,27,1.0766916533451043
1901-11-28,1901,11,28,0.4255546930057322
1901-11-29,1901,11,29,0.01988362840385931
1901-11-30,1901,11,30,0.36562206709756573
1901-12-01,1901,12,1,0.20257425931765066
1901-12-02,1901,12,2,0.09447155048829453
1901-12-03,1901,12,3,0.6466684833682532
1901-12-04,1901,12,4,0.09812538183820937
1901-12-05,1901,12,5,0.46707309505639216
1901-12-06,1901,12,6,1.1525206165754387
1901-12-07,1901,12,7,0.28377152719277055
1901-12-08,1901,12,8,0.11659491178728948
1901-12-09,1901,12,9,0.45910368210570596
1901-12-10,1901,12,10,1.1853862784812164
1901-12-11,1901,12,11,0.024597518786064147
1901-12-12,1901,12,12,0.15724036785452625
1901-12-13,1901,12,13,0.7892003866782868
1901-12-14,1901,12,14,0.26130011054804203
1901-12-15,1901,12,15,0.193918550978544
1901-12-16,1901,12,16,0.1582647948634675
1901-12-17,1901,12,17,0.2663844942254636
1901-12-18,1901,12,18,0.2753285398370247
1901-12-19,1901,12,19,0.023696423577749405
1901-12-20,1901,12,20,0.20249847987934103
1901-12-21,1901,12,21,0.7141005764226177
1901-12-22,1901,12,22,0.8105185205596819
1901-12-23,1901,12,23,0.229042560573624
1901-12-24,1901,12,24,0.45726166739811147
1901-12-25,1901,12,25,0.39683502414812105
1901-12-26,1901,12,26,0.3042216686585366
1901-12-27,1901,12,27,0.4444421872679809
1901-12-28,1901,12,28,1.227152720825815
1901-12-29,1901,12,29,0.2437080107023962
1901-12-30,1901,12,30,0.14006184913124348
1901-12-31,1901,12,31,0.4847060953983238
1902-01-01,1902,1,1,1.4172468416281274
1902-01-02,1902,1,2,0.5894961442530555
1902-01-03,1902,1,3,0.6028292690503468
1902-01-04,1902,1,4,0.5372615462838277
1902-01-05,1902,1,5,0.12074135179795384
1902-01-06,1902,1,6,0.060316809979394426
1902-01-07,1902,1,7,0.42108239828929594
1902-01-08,1902,1,8,0.02429670768439525
1902-01-09,1902,1,9,0.2202679752046188
1902-01-10,1902,1,10,0.11952731016718396
1902-01-11,1902,1,11,1.5708322082832784
1902-01-12,1902,1,12,0.49796095309449
1902-01-13,1902,1,13,0.5423889177614265
1902-01-14,1902,1,14,0.2159724943120919
1902-01-15,1902,1,15,0.26290714855122643
1902-01-16,1902,1,16,0.23785227814702972
1902-01-17,1902,1,17,0.7214558822495301
1902-01-18,1902,1,18,0.10638421868319825
1902-01-19,1902,1,19,0.1852498146657583
1902-01-20,1902,1,20,0.33764368391791577
1902-01-21,1902,1,21,0.5520020084422883
1902-01-22,1902,1,22,0.07314016410186039
1902-01-23,1902,1,23,0.6609691460198642
1902-01-24,1902,1,24,0.11568624229012028
1902-01-25,1902,1,25,1.5035282779101296
1902-01-26,1902,1,26,0.5063303204730178
1902-01-27,1902,1,27,0.09666560704572066
1902-01-28,1902,1,28,0.23543785318005897
1902-01-29,1902,1,29,1.4076466505061165
1902-01-30,1902,1,30,0.5891482982055168
1902-01-31,1902,1,31,0.21104110514954952
1902-02-01,1902,2,1,1.2815665166237682
1902-02-02,1902,2,2,0.4297506184497497
1902-02-03,1902,2,3,2.019377032994576
1902-02-04,1902,2,4,0.6851797418013473
1902-02-05,1902,2,5,0.43255440820230234
1902-02-06,1902,2,6,0.08295444081281077
1902-02-07,1902,2,7,0.33072284339034247
1902-02-08,1902,2,8,0.14812546546346822
1902-02-09,1902,2,9,0.09717581047360928
1902-02-10,1902,2,10,0.29528675780291963
1902-02-11,1902,2,11,0.07947334415584552
1902-02-12,1902,2,12,1.1157471764793843
1902-02-13,1902,2,13,0.09706296120042492
1902-02-14,1902,2,14,0.11286806598679727
1902-02-15,1902,2,15,0.240726758887283
1902-02-16,1902,2,16,0.20132021269926464
1902-02-17,1902,2,17,0.2964650523292294
1902-02-18,1902,2,18,0.9210678562191952
1902-02-19,1902,2,19,0.05333706562584174
1902-02-20,1902,2,20,0.6219071811595861
1902-02-21,1902,2,21,0.005580353397190244
1902-02-22,1902,2,22,0.9359606725443858
1902-02-23,1902,2,23,0.3695065185748611
1902-02-24,1902,2,24,2.5114112427091904
1902-02-25,1902,2,25,1.1717495491244252
1902-02-26,1902,2,26,0.7476274745253317
1902-02-27,1902,2,27,0.31412477958637647
1902-02-28,1902,2,28,0.2717541334751906
1902-03-01,1902,3,1,15.359912674434362
1902-03-02,1902,3,2,0.03475354169681798
1902-03-03,1902,3,3,2.1323964693056343
1902-03-04,1902,3,4,3.5094702246708582
1902-03-05,1902,3,5,1.7819428304741431
1902-03-06,1902,3,6,5.6964743246869105
1902-03-07,1902,3,7,3.434579118878917
1902-03-08,1902,3,8,7.3192014410212884
1902-03-09,1902,3,9,0.6206636778127079
1902-03-10,1902,3,10,0.5030755681047249
1902-03-11,1902,3,11,5.165505703753062
1902-03-12,1902,3,12,8.396141003628976
1902-03-13,1902,3,13,1.1536653465843414
1902-03-14,1902,3,14,3.7878527884103574
1902-03-15,1902,3,15,2.9712156005630432
1902-03-16,1902,3,16,0.4789600625840474
1902-03-17,1902,3,17,7.897169528511624
1902-03-18,1902,3,18,0.0740634765566884
1902-03-19,1902,3,19,0.5128905828047656
1902-03-20,1902,3,20,2.4781472917282685
1902-03-21,1902,3,21,5.348434385109504
1902-03-22,1902,3,22,1.3501499579175875
1902-03-23,1902,3,23,2.4562540391727667
1902-03-24,1902,3,24,0.7934408234563317
1902-03-25,1902,3,25,7.865381090479628
1902-03-26,1902,3,26,0.7708392651638263
1902-03-27,1902,3,27,1.6089744840199998
1902-03-28,1902,3,28,5.756692003319844
1902-03-29,1902,3,29,0.7480874393091954
1902-03-30,1902,3,30,0.18377766568152287
1902-03-31,1902,3,31,1.198933199868127
1902-04-01,1902,4,1,3.8628436415619345
1902-04-02,1902,4,2,1.6114967554968733
1902-04-03,1902,4,3,5.180378454363205
1902-04-04,1902,4,4,0.11415810840169445
1902-04-05,1902,4,5,2.1056248278480565
1902-04-06,1902,4,6,0.6158519734947802
1902-04-07,1902,4,7,1.1467926159557513
1902-04-08,1902,4,8,0.6011307147487854
1902-04-09,1902,4,9,1.0588925662315678
1902-04-10,1902,4,10,2.8983456283546474
1902-04-11,1902,4,11,6.09562100213552
1902-04-12,1902,4,12,4.104550713344719
1902-04-13,1902,4,13,2.787831264881687
1902-04-14,1902,4,14,1.6272338279639489
1902-04-15,1902,4,15,1.0893607613739573
1902-04-16,1902,4,16,1.9329448020820794
1902-04-17,1902,4,17,4.659886869627423
1902-04-18,1902,4,18,1.246581674544614
1902-04-19,1902,4,19,0.14316261726985535
1902-04-20,1902,4,20,3.2492948128529
1902-04-21,1902,4,21,1.8937884984066677
1902-04-22,1902,4,22,2.1331861543406774
1902-04-23,1902,4,23,4.774415091500248
1902-04-24,1902,4,24,1.5415647381011153
1902-04-25,1902,4,25,0.23551386131656826
1902-04-26,1902,4,26,0.5617352585583724
1902-04-27,1902,4,27,0.986906628827358
1902-04-28,1902,4,28,2.7947370461760945
1902-04-29,1902,4,29,1.5384779147234702
1902-04-30,1902,4,30,2.5348893007166517
1902-05-01,1902,5,1,1.3557380360319107
1902-05-02,1902,5,2,2.5311710356598773
1902-05-03,1902,5,3,3.328038743155778
1902-05-04,1902,5,4,3.040136762331534
1902-05-05,1902,5,5,2.1711982238169383
1902-05-06,1902,5,6,2.0065176383137673
1902-05-07,1902,5,7,2.1784644466515144
1902-05-08,1902,5,8,4.6970281620237495
1902-05-09,1902,5,9,4.596861889015068
1902-05-10,1902,5,10,2.7794139597932053
1902-05-11,1902,5,11,3.9104756633948665
1902-05-12,1902,5,12,0.37484142795373343
1902-05-13,1902,5,13,1.6287043679280981
1902-05-14,1902,5,14,2.1047912827876423
1902-05-15,1902,5,15,8.069381199384054
1902-05-16,1902,5,16,2.7853530840977516
1902-05-17,1902,5,17,2.87908803103396
1902-05-18,1902,5,18,4.0258458596535505
1902-05-19,1902,5,19,10.346806546774806
1902-05-20,1902,5,20,0.9520767175996234
1902-05-21,1902,5,21,2.8394849513847014
1902-05-22,1902,5,22,0.28720850476672344
1902-05-23,1902,5,23,2.458043084621119
1902-05-24,1902,5,24,3.271477784426626
1902-05-25,1902,5,25,2.8887484922867266
1902-05-26,1902,5,26,8.867940955285565
1902-05-27,1902,5,27,0.9311641362779689
1902-05-28,1902,5,28,2.521565182460306
1902-05-29,1902,5,29,0.03535401112780343
1902-05-30,1902,5,30,1.730087020407454
1902-05-31,1902,5,31,3.585536372219673
1902-06-01,1902,6,1,1.982359741555757
1902-06-02,1902,6,2,5.35603327977584
1902-06-03,1902,6,3,1.5066460063959672
1902-06-04,1902,6,4,17.979685282620384
1902-06-05,1902,6,5,0.27536297209288546
1902-06-06,1902,6,6,22.860009907127804
1902-06-07,1902,6,7,9.495794284586545
1902-06-08,1902,6,8,2.987633582759791
1902-06-09,1902,6,9,11.103324038861546
1902-06-10,1902,6,10,8.514802972018634
1902-06-11,1902,6,11,22.202100066023263
1902-06-12,1902,6,12,8.216619206879171
1902-06-13,1902,6,13,6.069743769544543
1902-06-14,1902,6,14,0.4102240333851567
1902-06-15,1902,6,15,8.074290028212165
1902-06-16,1902,6,16,2.0488137978346552
1902-06-17,1902,6,17,20.13393787068737
1902-06-18,1902,6,18,16.86868985715783
1902-06-19,1902,6,19,7.6314496877260956
1902-06-20,1902,6,20,0.3027409684540371
1902-06-21,1902,6,21,12.366167758714665
1902-06-22,1902,6,22,1.9911073994228294
1902-06-23,1902,6,23,2.230150399334078
1902-06-24,1902,6,24,3.5083923299830273
1902-06-25,1902,6,25,4.630736920027246
1902-06-26,1902,6,26,36.823450969054555
1902-06-27,1902,6,27,2.873568402322625
1902-06-28,1902,6,28,4.755576829389137
1902-06-29,1902,6,29,5.229367845777052
1902-06-30,1902,6,30,2.2816247209874465
1902-07-01,1902,7,1,0.5185860895003359
1902-07-02,1902,7,2,5.444152155063347
1902-07-03,1902,7,3,45.67494650686648
1902-07-04,1902,7,4,136.5394358735722
1902-07-05,1902,7,5,24.474998875717358
1902-07-06,1902,7,6,12.479636880376704
1902-07-07,1902,7,7,4.011059751384837
1902-07-08,1902,7,8,10.711522237040839
1902-07-09,1902,7,9,55.40044799371266
1902-07-10,1902,7,10,3.847559213868876
1902-07-11,1902,7,11,15.645303412091074
1902-07-12,1902,7,12,4.192622500356329
1902-07-13,1902,7,13,38.812031835596216
1902-07-14,1902,7,14,41.19871409111741
1902-07-15,1902,7,15,7.242877047634065
1902-07-16,1902,7,16,24.680977568914397
1902-07-17,1902,7,17,12.557631031810713
1902-07-18,1902,7,18,4.430901236993596
1902-07-19,1902,7,19,34.56356245046468
1902-07-20,1902,7,20,22.92175139377793
1902-07-21,1902,7,21,40.02798839599224
1902-07-22,1902,7,22,12.403764909251318
1902-07-23,1902,7,23,7.598450657117213
1902-07-24,1902,7,24,0.5119681712721034
1902-07-25,1902,7,25,0.6847974725768067
1902-07-26,1902,7,26,1.1229012549404198
1902-07-27,1902,7,27,9.585986021030344
1902-07-28,1902,7,28,20.89781451300803
1902-07-29,1902,7,29,58.58313871331365
1902-07-30,1902,7,30,43.20529198098907
1902-07-31,1902,7,31,1.2759631601925958
1902-08-01,1902,8,1,23.24203215440276
1902-08-02,1902,8,2,15.717226690729419
1902-08-03,1902,8,3,20.26206089839826
1902-08-04,1902,8,4,16.056623214375687
1902-08-05,1902,8,5,32.91015972528241
1902-08-06,1902,8,6,2.7588529024084196
1902-08-07,1902,8,7,22.710542417547416
1902-08-08,1902,8,8,16.945097565576457
1902-08-09,1902,8,9,1.4272602641208754
1902-08-10,1902,8,10,12.097503490234105
1902-08-11,1902,8,11,0.8011139296913058
1902-08-12,1902,8,12,0.4188777293119622
1902-08-13,1902,8,13,39.05269642274876
1902-08-14,1902,8,14,2.817354670426109
1902-08-15,1902,8,15,10.779756398390063
1902-08-16,1902,8,16,1.9037947755167595
1902-08-17,1902,8,17,15.608229159964234
1902-08-18,1902,8,18,6.2566226059373315
1902-08-19,1902,8,19,72.38923927780996
1902-08-20,1902,8,20,3.963754933200913
1902-08-21,1902,8,21,16.88777616120825
1902-08-22,1902,8,22,10.526196705865308
1902-08-23,1902,8,23,11.474107712354321
1902-08-24,1902,8,24,19.595195501666055
1902-08-25,1902,8,25,15.183187911258097
1902-08-26,1902,8,26,10.23284125286837
1902-08-27,1902,8,27,19.564588760263785
1902-08-28,1902,8,28,9.401858974505819
1902-08-29,1902,8,29,3.7733374136906934
1902-08-30,1902,8,30,4.065103394903266
1902-08-31,1902,8,31,11.936221294104557
1902-09-01,1902,9,1,0.3450482633045884
1902-09-02,1902,9,2,0.8788433641284559
1902-09-03,1902,9,3,1.2798362743500569
1902-09-04,1902,9,4,36.34897547497959
1902-09-05,1902,9,5,15.60138847693877
1902-09-06,1902,9,6,5.724694707119624
1902-09-07,1902,9,7,35.72719333453749
1902-09-08,1902,9,8,16.29825648384717
1902-09-09,1902,9,9,4.237752780820201
1902-09-10,1902,9,10,4.086846814612141
